XS YS
-3102.7198917995293 -980.2877611763408
-3111.0368781281695 -984.2905622397017
-3119.361262563907 -988.3026547785335
-3127.693029442916 -992.3240404051601
-3136.0321631153906 -996.354720703834
-3144.378647945594 -1000.3946972308137
-3152.7324683119064 -1004.4439715144415
-3161.093608606872 -1008.5025450552217
-3169.4620532372446 -1012.570419325898
-3177.837786624036 -1016.6475957715311
-3186.220793202562 -1020.7340758095769
-3194.6110574224876 -1024.8298608299638
-3203.0085637478724 -1028.9349521951706
-3211.4132966572165 -1033.0493512403036
-3219.825240643506 -1037.1730592731753
-3228.2443802142557 -1041.306077574381
-3236.670699891556 -1045.448407397377
-3245.104184212115 -1049.6000499685576
-3253.5448177273015 -1053.7610064873334
-3261.99258500319 -1057.9312781262074
-3270.447470620603 -1062.1108660308544
-3278.9094591751527 -1066.2997713201971
-3287.378535277285 -1070.4979950864833
-3295.8546835523207 -1074.7055383953646
-3304.3378886404967 -1078.922402285972
-3312.828135197007 -1083.148587770995
-3321.3254078920463 -1087.3840958367568
-3329.829691410846 -1091.6289274432936
-3338.34097045372 -1095.8830835244305
-3346.8592297361 -1100.1465649878587
-3355.3844539885795 -1104.4193727152135
-3363.9166279569486 -1108.7015075621498
-3372.455736402237 -1112.9929703584207
-3381.001764100751 -1117.2937619079535
-3389.5546958441123 -1121.6038829889267
-3398.114516439296 -1125.9233343538472
-3406.6812107086685 -1130.2521167296268
-3415.254763490025 -1134.5902308176594
-3423.8351596366274 -1138.9376772938972
-3432.42238401724 -1143.2944568089279
-3441.0164215161667 -1147.6605699880508
-3449.617257033288 -1152.0360174313537
-3458.224875484095 -1156.4207997137892
-3466.8392617997274 -1160.8149173852512
-3475.4604009270074 -1165.2183709706517
-3484.088277828476 -1169.6311609699962
-3492.7228774824257 -1174.0532878584615
-3501.3641848829375 -1178.4847520864703
-3510.012185039913 -1182.9255540797683
-3518.6668629791093 -1187.3756942395003
-3527.3282037421723 -1191.8351729422855
-3535.996192386671 -1196.3039905402948
-3544.670813986128 -1200.7821473613255
-3553.352053630055 -1205.2696437088775
-3562.039896423982 -1209.7664798622297
-3570.734327489494 -1214.2726560765147
-3579.4353319642573 -1218.7881725827954
-3588.1428950020554 -1223.31302958814
-3596.8570017728184 -1227.8472272756976
-3605.577637462654 -1232.3907658047742
-3614.3047872738775 -1236.9436453109074
-3623.038436425044 -1241.505865905942
-3631.7785701509765 -1246.077427678105
-3640.5251737027975 -1250.6583306920816
-3649.2782323479564 -1255.2485749890889
-3658.0377313702597 -1259.8481605869524
-3666.803656069901 -1264.4570874801798
-3675.575991763488 -1269.0753556400364
-3684.3547237840726 -1273.70296501462
-3693.1398374811756 -1278.3399155289358
-3701.931318220819 -1282.9862070849697
-3710.72915138555 -1287.6418395617648
-3719.53332237447 -1292.3068128154944
-3728.3438166032615 -1296.981126679537
-3737.160619504213 -1301.6647809645508
-3745.9837165262493 -1306.3577754585474
-3754.8130931349524 -1311.0601099269668
-3763.6487348125916 -1315.77178411275
-3772.490627058147 -1320.4927977364148
-3781.338755387336 -1325.2231504961285
-3790.1931053326375 -1329.9628420677818
-3799.053662443317 -1334.7118721050633
-3807.920412285451 -1339.470240239532
-3816.7933404419514 -1344.2379460806915
-3825.6724325125892 -1349.0149892160641
-3834.5576741140194 -1353.801369211263
-3843.4490508798026 -1358.597085610066
-3852.3465484604285 -1363.4021379344892
-3861.250152523341 -1368.2165256848598
-3870.159848752959 -1373.0402483398882
-3879.075622850698 -1377.8733053567428
-3887.9974605349944 -1382.715696171121
-3896.9253475413257 -1387.5674201973231
-3905.8592696222336 -1392.4284768283246
